Vertices:
430.094339622641;174.355752212389;0;Vertex #0
430.094339622641;254.355752212389;1;Vertex #1
518.094339622641;217.355752212389;2;Vertex #2
602.094339622641;216.355752212389;3;Vertex #3
667.094339622641;152.355752212389;4;Vertex #4
761.094339622641;151.355752212389;5;Vertex #5
813.094339622641;213.355752212389;6;Vertex #6
670.094339622641;281.355752212389;7;Vertex #7
761.094339622641;280.355752212389;8;Vertex #8
935.094339622641;171.355752212389;9;Vertex #9
936.094339622641;250.355752212389;10;Vertex #10
Edges:
430.094339622641;174.355752212389;509.109600949112;212.965482178733;1;0;2
430.094339622641;254.355752212389;430.094339622641;184.355752212388;1;1;0
430.094339622641;254.355752212389;508.876015226973;221.231638606023;1;1;2
518.094339622641;217.355752212389;592.095048164109;216.47479139642;1;2;3
602.094339622641;216.355752212389;659.968671428153;159.371794742347;1;3;4
667.094339622641;152.355752212389;751.094905441527;151.462129171763;1;4;5
761.094339622641;151.355752212389;806.66821700288;205.693836781135;1;5;6
602.094339622641;216.355752212389;662.865612761506;274.445939771598;1;3;7
670.094339622641;281.355752212389;751.094943359778;280.465635687805;1;7;8
761.094339622641;280.355752212389;806.963099663711;221.25561908255;1;8;6
813.094339622641;213.355752212389;925.638963763972;174.610881606357;1;6;9
813.094339622641;213.355752212389;926.5182222211;247.475131530625;1;6;10
