Vertices:
765.094339622641;129.355752212389;0;Vertex #0
579.094339622641;125.355752212389;1;Vertex #1
500.094339622641;71.3557522123893;2;Vertex #2
569.094339622641;248.355752212389;3;Vertex #3
528.094339622641;326.355752212389;4;Vertex #4
625.094339622641;327.355752212389;5;Vertex #5
764.094339622641;249.355752212389;6;Vertex #6
748.094339622641;323.355752212389;7;Vertex #7
809.094339622641;322.355752212389;8;Vertex #8
879.094339622641;193.355752212389;9;Vertex #9
Edges:
765.094339622641;129.355752212389;577.642214774856;243.165970869973;1;0;3
765.094339622641;129.355752212389;589.092028018361;125.57075626391;1;0;1
579.094339622641;125.355752212389;508.349974634337;76.998844498865;1;1;2
579.094339622641;125.355752212389;569.904674080229;238.388638384063;1;1;3
569.094339622641;248.355752212389;532.747126143467;317.504109563014;1;3;4
625.094339622641;327.355752212389;574.877377928446;256.513966965221;1;5;3
764.094339622641;249.355752212389;579.094208132793;248.407033589364;1;6;3
764.094339622641;249.355752212389;765.011009182224;139.355405062495;1;6;0
764.094339622641;249.355752212389;750.207667547945;313.58161055786;1;6;7
809.094339622641;322.355752212389;769.341818523131;257.868329095405;1;8;6
765.094339622641;129.355752212389;870.374501768785;188.460404645312;1;0;9
879.094339622641;193.355752212389;773.085027441328;244.97767814416;1;9;6
